Age,Employment,RemoteWork,EdLevel,LearnCodeCoursesCert,YearsCodePro,DevType,OrgSize,Country,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith,NEWCollabToolsHaveWorkedWith,AISelect,ICorPM,Industry,ConvertedCompYearly,learnedCodeViaBooksPhysicalmedia,learnedCodeViaCodingBootcamp,learnedCodeViaFriendorfamilymember,learnedCodeViaHackathonsvirtualorinperson,learnedCodeViaOnlineCoursesorCertification,learnedCodeViaOnthejobtraining,learnedCodeViaOtheronlineresourcesegvideosblogsforum,learnedCodeViaSchoolieUniversityCollegeetc,languageUsedCfamily,languageUsedHTMLCSS,languageUsedJavafamily,languageUsedJulia,languageUsedMATLAB,languageUsedPython,languageUsedR,languageUsedRuby,languageUsedSQL,languageUsedSwift,languageUsedVBA
25-34 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",1,2,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,0,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",125000.0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
25-34 years old,"Independent contractor, freelancer, or self-employed",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1,1,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,Advertising Services,60000.0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,12,"Developer, back-end",100 to 499 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,230000.0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,14,"Developer, full-stack","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",221300.0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,18,"Developer, back-end",100 to 499 employees,United States of America,0,1,1,1,1,0,Individual contributor,Financial Services,350000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,1,"Developer, back-end","10,000 or more employees",United States of America,0,1,0,1,1,0,Individual contributor,Financial Services,140000.0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,4,"Developer, back-end","10,000 or more employees",United States of America,1,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",95000.0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,25,"Developer, full-stack",100 to 499 employees,United States of America,0,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",500000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,2,"Developer, embedded applications or devices","10,000 or more employees",United States of America,1,0,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",80000.0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,26,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",253263.0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,0,11,"Developer, full-stack",10 to 19 employees,United States of America,1,1,1,1,1,1,Individual contributor,Advertising Services,150000.0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,4,Hardware Engineer,20 to 99 employees,United States of America,1,1,0,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",140000.0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,23,"Developer, full-stack","10,000 or more employees",United States of America,1,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",175000.0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,16,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",80000.0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,3,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",150.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,3,"Developer, front-end","1,000 to 4,999 employees",United States of America,0,1,1,1,1,1,Individual contributor,Healthcare,80000.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",200000.0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,19,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,0,1,0,Individual contributor,Advertising Services,130000.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,6,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",252000.0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,7,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",173000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,6,DevOps specialist,500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,Financial Services,222000.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, full-stack",100 to 499 employees,United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,143000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,2,"Developer, full-stack","1,000 to 4,999 employees",United States of America,1,1,1,1,1,0,Individual contributor,Higher Education,52000.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,15,"Developer, front-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",147000.0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,0,12,"Developer, back-end",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",125000.0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,9,Developer Experience,"10,000 or more employees",United States of America,1,0,0,0,0,0,Individual contributor,Healthcare,109000.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,22,"Developer, back-end",500 to 999 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,1,2,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",65000.0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,20,"Engineer, data","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,Advertising Services,170000.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, back-end","5,000 to 9,999 employees",United States of America,1,1,0,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",150000.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0,6,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Manufacturing, Transportation, or Supply Chain",80000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Developer, back-end",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",100000.0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,8,"Developer, full-stack","5,000 to 9,999 employees",United States of America,1,0,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",105000.0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,29,Data scientist or machine learning specialist,20 to 99 employees,United States of America,1,1,0,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",150000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
65 years or older,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,40,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,Higher Education,155000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,15,"Developer, full-stack",20 to 99 employees,United States of America,1,0,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",120000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
55-64 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,38,"Developer, embedded applications or devices",100 to 499 employees,United States of America,0,1,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",145000.0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,10,Engineering manager,100 to 499 employees,United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",300000.0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
35-44 years old,"Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,19,"Developer, full-stack",100 to 499 employees,United States of America,0,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",150000.0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,10,Developer Advocate,"10,000 or more employees",United States of America,1,1,1,0,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",125000.0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,11,"Senior Executive (C-Suite, VP, etc.)","10,000 or more employees",United States of America,1,1,1,1,1,1,People manager,Higher Education,230000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0
45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,28,"Developer, back-end","10,000 or more employees",United States of America,1,1,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",230000.0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
45-54 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,23,Engineering manager,500 to 999 employees,United States of America,1,1,1,1,1,0,People manager,"Information Services, IT, Software Development, or other Technology",182000.0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, part-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, back-end",20 to 99 employees,United States of America,1,1,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",135000.0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,1,1,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,0,1,1,Individual contributor,Financial Services,85000.0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1
25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,1,"Engineer, site reliability","1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Retail and Consumer Services,140000.0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",0,7,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,0,Individual contributor,Higher Education,113000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,18,Cloud infrastructure engineer,100 to 499 employees,United States of America,1,1,0,1,1,1,Individual contributor,Healthcare,230000.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,6,"Developer, front-end","1,000 to 4,999 employees",United States of America,0,0,0,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",115000.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,0,10,"Developer, front-end","5,000 to 9,999 employees",United States of America,0,0,1,1,1,0,Individual contributor,"Information Services, IT, Software Development, or other Technology",160000.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,3,"Developer, full-stack",20 to 99 employees,United States of America,1,1,1,1,1,0,Individual contributor,Wholesale,100000.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,2,"Developer, full-stack",100 to 499 employees,United States of America,1,0,1,1,1,1,People manager,"Information Services, IT, Software Development, or other Technology",700000.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,Less than 1 year,"Developer, desktop or enterprise applications",20 to 99 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",95000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",1,1,"Developer, full-stack",2 to 9 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",33000.0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,22,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,0,1,1,1,1,0,Individual contributor,"Manufacturing, Transportation, or Supply Chain",110000.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,5,"Developer, back-end",500 to 999 employees,United States of America,1,1,0,1,1,0,Individual contributor,Retail and Consumer Services,145000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
65 years or older,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,40,"Developer, back-end","1,000 to 4,999 employees",United States of America,1,1,1,1,1,1,Individual contributor,Insurance,160000.0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",0,19,"Developer, full-stack",500 to 999 employees,United States of America,1,1,1,1,1,1,Individual contributor,"Information Services, IT, Software Development, or other Technology",250000.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0
